id	title	frequency	units
A341RX1A020NBEA	Real gross domestic product: Services	Annual	Billions of Chained 2012 Dollars
A341RX1Q020SBEA	Real gross domestic product: Services	Quarterly	Billions of Chained 2012 Dollars
A341RY2A224NBEA	Contributions to percent change in real gross domestic product: Services	Annual	Percentage Points at Annual Rate
A341RY2Q224SBEA	Contributions to percent change in real gross domestic product: Services	Quarterly	Percentage Points at Annual Rate
A3425C0A144NBEA	Undistributed corporate profits: Domestic industries: Manufacturing: Nondurable goods	Annual	Millions of Dollars
A3436C0A144NBEA	Undistributed corporate profits: Domestic industries: Transportation and public utilities	Annual	Millions of Dollars
A3437C0A144NBEA	Undistributed corporate profits: Domestic industries: Transportation	Annual	Millions of Dollars
A3445C0A144NBEA	Undistributed corporate profits: Domestic industries: Communication	Annual	Millions of Dollars
A3451C0A144NBEA	Undistributed corporate profits: Domestic industries: Finance, insurance, and real estate	Annual	Millions of Dollars
A3452C0A144NBEA	Undistributed corporate profits: Domestic industries: Banking	Annual	Millions of Dollars
A3461C0A144NBEA	Undistributed corporate profits: Domestic industries: Services	Annual	Millions of Dollars
A3469C0A144NBEA	Undistributed corporate profits: Domestic industries: Health, legal, educational, and other services	Annual	Millions of Dollars
A3474C0A144NBEA	Undistributed corporate profits: Rest of the world	Annual	Millions of Dollars
A349RA3A086NBEA	Real private fixed investment in structures (chain-type quantity index)	Annual	Index 2012=100
A349RA3Q086SBEA	Real private fixed investment in structures (chain-type quantity index)	Quarterly	Index 2012=100
A349RC1A027NBEA	Private fixed investment in structures	Annual	Billions of Dollars
A349RC1Q027SBEA	Private fixed investment in structures	Quarterly	Billions of Dollars
A349RG3A086NBEA	Real private fixed investment in structures (chain-type price index)	Annual	Index 2012=100
A349RG3Q086SBEA	Real private fixed investment in structures (chain-type price index)	Quarterly	Index 2012=100
A349RL1A225NBEA	Real Private Fixed Investment: Private Fixed Investment in Structures	Annual	Percent Change from Preceding Period
A349RL1Q225SBEA	Real Private Fixed Investment: Private Fixed Investment in Structures	Quarterly	Percent Change from Preceding Period
A349RX1A020NBEA	Real private fixed investment in structures	Annual	Billions of Chained 2012 Dollars
A349RX1Q020SBEA	Real private fixed investment in structures	Quarterly	Billions of Chained 2012 Dollars
A349RZ2A224NBEA	Contributions to percent change in real private fixed investment: Private fixed investment in structures	Annual	Percentage Points at Annual Rate
A349RZ2Q224SBEA	Contributions to percent change in real private fixed investment: Private fixed investment in structures	Quarterly	Percentage Points at Annual Rate
A353RA3A086NBEA	Real gross domestic product: Goods (chain-type quantity index)	Annual	Index 2012=100
A353RA3Q086SBEA	Real gross domestic product: Goods (chain-type quantity index)	Quarterly	Index 2012=100
A353RC1A027NBEA	Gross domestic product: Goods	Annual	Billions of Dollars
A353RC1Q027SBEA	Gross domestic product: Goods	Quarterly	Billions of Dollars
A353RG3A086NBEA	Gross domestic product: Goods (chain-type price index)	Annual	Index 2012=100
A353RG3Q086SBEA	Gross domestic product: Goods (chain-type price index)	Quarterly	Index 2012=100
A353RL1A225NBEA	Real Gross Domestic Product: Goods	Annual	Percent Change from Preceding Period
A353RL1Q225SBEA	Real Gross Domestic Product: Goods	Quarterly	Percent Change from Preceding Period
A353RX1A020NBEA	Real gross domestic product: Goods	Annual	Billions of Chained 2012 Dollars
A353RX1Q020SBEA	Real gross domestic product: Goods	Quarterly	Billions of Chained 2012 Dollars
A353RY2A224NBEA	Contributions to percent change in real gross domestic product: Goods	Annual	Percentage Points at Annual Rate
A353RY2Q224SBEA	Contributions to percent change in real gross domestic product: Goods	Quarterly	Percentage Points at Annual Rate
A354RA3A086NBEA	Real gross domestic product: Durable goods (chain-type quantity index)	Annual	Index 2012=100
A354RA3Q086SBEA	Real gross domestic product: Durable goods (chain-type quantity index)	Quarterly	Index 2012=100
A354RC1A027NBEA	Gross domestic product: Durable goods	Annual	Billions of Dollars
A354RC1Q027SBEA	Gross domestic product: Durable goods	Quarterly	Billions of Dollars
A354RG3A086NBEA	Gross domestic product: Durable goods (chain-type price index)	Annual	Index 2012=100
A354RG3Q086SBEA	Gross domestic product: Durable goods (chain-type price index)	Quarterly	Index 2012=100
A354RL1A225NBEA	Real Gross Domestic Product: Goods: Durable Goods	Annual	Percent Change from Preceding Period
A354RL1Q225SBEA	Real Gross Domestic Product: Goods: Durable Goods	Quarterly	Percent Change from Preceding Period
A354RX1A020NBEA	Real gross domestic product: Durable goods	Annual	Billions of Chained 2012 Dollars
A354RX1Q020SBEA	Real gross domestic product: Durable goods	Quarterly	Billions of Chained 2012 Dollars
A354RY2A224NBEA	Contributions to percent change in real gross domestic product: Durable goods	Annual	Percentage Points at Annual Rate
A354RY2Q224SBEA	Contributions to percent change in real gross domestic product: Durable goods	Quarterly	Percentage Points at Annual Rate
A355RC1A027NBEA	Gross domestic product: Durable goods: Change in private inventories	Annual	Billions of Dollars
A355RC1Q027SBEA	Gross domestic product: Durable goods: Change in private inventories	Quarterly	Billions of Dollars
A355RX1A020NBEA	Real gross domestic product: Durable goods: Change in private inventories	Annual	Billions of Chained 2012 Dollars
A355RX1Q020SBEA	Real gross domestic product: Durable goods: Change in private inventories	Quarterly	Billions of Chained 2012 Dollars
A355RY2A224NBEA	Contributions to percent change in real gross domestic product: Durable goods: Change in private inventories	Annual	Percentage Points at Annual Rate
A355RY2Q224SBEA	Contributions to percent change in real gross domestic product: Durable goods: Change in private inventories	Quarterly	Percentage Points at Annual Rate
A356RA3A086NBEA	Real gross domestic product: Nondurable goods (chain-type quantity index)	Annual	Index 2012=100
A356RA3Q086SBEA	Real gross domestic product: Nondurable goods (chain-type quantity index)	Quarterly	Index 2012=100
A356RC1A027NBEA	Gross domestic product: Nondurable goods	Annual	Billions of Dollars
A356RC1Q027SBEA	Gross domestic product: Nondurable goods	Quarterly	Billions of Dollars
A356RG3A086NBEA	Gross domestic product: Nondurable goods (chain-type price index)	Annual	Index 2012=100
A356RG3Q086SBEA	Gross domestic product: Nondurable goods (chain-type price index)	Quarterly	Index 2012=100
A356RL1A225NBEA	Real Gross Domestic Product: Goods: Nondurable Goods	Annual	Percent Change from Preceding Period
A356RL1Q225SBEA	Real Gross Domestic Product: Goods: Nondurable Goods	Quarterly	Percent Change from Preceding Period
A356RX1A020NBEA	Real gross domestic product: Nondurable goods	Annual	Billions of Chained 2012 Dollars
A356RX1Q020SBEA	Real gross domestic product: Nondurable goods	Quarterly	Billions of Chained 2012 Dollars
A356RY2A224NBEA	Contributions to percent change in real gross domestic product: Nondurable goods	Annual	Percentage Points at Annual Rate
A356RY2Q224SBEA	Contributions to percent change in real gross domestic product: Nondurable goods	Quarterly	Percentage Points at Annual Rate
A357RC1A027NBEA	Gross domestic product: Nondurable goods: Change in private inventories	Annual	Billions of Dollars
A357RC1Q027SBEA	Gross domestic product: Nondurable goods: Change in private inventories	Quarterly	Billions of Dollars
A357RX1A020NBEA	Real gross domestic product: Nondurable goods: Change in private inventories	Annual	Billions of Chained 2012 Dollars
A357RX1Q020SBEA	Real gross domestic product: Nondurable goods: Change in private inventories	Quarterly	Billions of Chained 2012 Dollars
A357RY2A224NBEA	Contributions to percent change in real gross domestic product: Nondurable goods: Change in private inventories	Annual	Percentage Points at Annual Rate
A357RY2Q224SBEA	Contributions to percent change in real gross domestic product: Nondurable goods: Change in private inventories	Quarterly	Percentage Points at Annual Rate
A358RC1A027NBEA	Gross value added: GDP: Business: Nonfarm	Annual	Billions of Dollars
A358RC1Q027SBEA	Gross value added: GDP: Business: Nonfarm	Quarterly	Billions of Dollars
A358RL1A225NBEA	Real Gross Value Added: Gross Domestic Product: Business: Nonfarm	Annual	Percent Change from Preceding Period
A358RL1Q225SBEA	Real Gross Value Added: Gross Domestic Product: Business: Nonfarm	Quarterly	Percent Change from Preceding Period
A358RX1A020NBEA	Real gross value added: GDP: Business: Nonfarm	Annual	Billions of Chained 2012 Dollars
A358RX1Q020SBEA	Real gross value added: GDP: Business: Nonfarm	Quarterly	Billions of Chained 2012 Dollars
A362RA3A086NBEA	Real net domestic product (chain-type quantity index)	Annual	Index 2012=100
A362RA3Q086SBEA	Real net domestic product (chain-type quantity index)	Quarterly	Index 2012=100
A362RC1A027NBEA	Net domestic product	Annual	Billions of Dollars
A362RC1Q027SBEA	Net domestic product	Quarterly	Billions of Dollars
A362RG3A086NBEA	Net domestic product (chain-type price index)	Annual	Index 2012=100
A362RG3Q086SBEA	Net domestic product (chain-type price index)	Quarterly	Index 2012=100
A362RL1A225NBEA	Real Net Domestic Product	Annual	Percent Change from Preceding Period
A362RL1Q225SBEA	Real Net Domestic Product	Quarterly	Percent Change from Preceding Period
A362RX1A020NBEA	Real net domestic product	Annual	Billions of Chained 2012 Dollars
A362RX1Q020SBEA	Real net domestic product	Quarterly	Billions of Chained 2012 Dollars
A363RA3A086NBEA	Real net value added: Net domestic product: Business (chain-type quantity index)	Annual	Index 2009=100
A363RC1A027NBEA	Net value added: Net domestic product: Business	Annual	Billions of Dollars
A363RG3A086NBEA	Net value added: Net domestic product: Business (chain-type price index)	Annual	Index 2009=100
A363RX1A020NBEA	Real net value added: Net domestic product: Business	Annual	Billions of Chained 2009 Dollars
A364RA3A086NBEA	Real net value added: Net domestic product: Business: Nonfarm (chain-type quantity index)	Annual	Index 2009=100
A364RC1A027NBEA	Net value added: Net domestic product: Business: Nonfarm	Annual	Billions of Dollars
A364RG3A086NBEA	Net value added: Net domestic product: Business: Nonfarm (chain-type price index)	Annual	Index 2009=100
A364RX1A020NBEA	Real net value added: Net domestic product: Business: Nonfarm	Annual	Billions of Chained 2009 Dollars
A365RA3A086NBEA	Real farm output: Net farm value added (chain-type quantity index)	Annual	Index 2009=100
A365RC1A027NBEA	Farm output: Net farm value added	Annual	Billions of Dollars
A365RG3A086NBEA	Farm output: Net farm value added (chain-type price index)	Annual	Index 2009=100
A365RX1A020NBEA	Real net value added: Net domestic product: Business: Farm	Annual	Billions of Chained 2009 Dollars
A368RC1A027NBEA	National income: Domestic business	Annual	Billions of Dollars
A371RC1A027NBEA	Changes in Net Stock of Produced Assets: Produced assets: Closing: Produced assets: Private inventories	Annual	Billions of Dollars
A371RC1Q027SBEA	Private inventories	Quarterly	Billions of Dollars
A371RD3Q086SBEA	Private inventories (implicit price deflator)	Quarterly	Index 2012=100
A371RX1Q020SBEA	Real private inventories	Quarterly	Billions of Chained 2012 Dollars
A372RD3Q086SBEA	Private inventories: Farm (implicit price deflator)	Quarterly	Index 2012=100
A373RC1Q027SBEA	Private inventories: Nonfarm	Quarterly	Billions of Dollars
A373RD3Q086SBEA	Private inventories: Nonfarm (implicit price deflator)	Quarterly	Index 2012=100
A373RX1Q020SBEA	Real private inventories: Nonfarm	Quarterly	Billions of Chained 2012 Dollars
A374RC1Q027SBEA	Private inventories: Nonfarm: Durable goods	Quarterly	Billions of Dollars
A374RD3Q086SBEA	Private inventories: Nonfarm: Durable goods (implicit price deflator)	Quarterly	Index 2012=100
A374RX1Q020SBEA	Real private inventories: Nonfarm: Durable goods	Quarterly	Billions of Chained 2012 Dollars
A375RC1Q027SBEA	Private inventories: Nonfarm: Nondurable goods	Quarterly	Billions of Dollars
A375RD3Q086SBEA	Private inventories: Nonfarm: Nondurable goods (implicit price deflator)	Quarterly	Index 2012=100
A375RX1Q020SBEA	Real private inventories: Nonfarm: Nondurable goods	Quarterly	Billions of Chained 2012 Dollars
A376RC1Q027SBEA	Private inventories: Nonfarm: Manufacturing	Quarterly	Billions of Dollars
A376RD3Q086SBEA	Private inventories: Nonfarm: Manufacturing (implicit price deflator)	Quarterly	Index 2012=100
A376RX1Q020SBEA	Real private inventories: Nonfarm: Manufacturing	Quarterly	Billions of Chained 2012 Dollars
A377RD3Q086SBEA	Private inventories: Nonfarm: Manufacturing: Durable goods (implicit price deflator)	Quarterly	Index 2012=100
A378RD3Q086SBEA	Private inventories: Nonfarm: Manufacturing: Nondurable goods (implicit price deflator)	Quarterly	Index 2012=100
A379RC1Q027SBEA	Private inventories: Nonfarm: Wholesale trade	Quarterly	Billions of Dollars
A379RD3Q086SBEA	Private inventories: Nonfarm: Wholesale trade (implicit price deflator)	Quarterly	Index 2012=100
A379RX1Q020SBEA	Real private inventories: Nonfarm: Wholesale trade	Quarterly	Billions of Chained 2012 Dollars
A380RC1Q027SBEA	Private inventories: Nonfarm: Wholesale trade: Durable goods	Quarterly	Billions of Dollars
A380RD3Q086SBEA	Private inventories: Nonfarm: Wholesale trade: Durable goods (implicit price deflator)	Quarterly	Index 2012=100
A380RX1Q020SBEA	Real private inventories: Nonfarm: Wholesale trade: Durable goods	Quarterly	Billions of Chained 2012 Dollars
